source;url;ref;date;activite;secteur;naf;region;ca;ebe;effectif;prix;raison;dependance;doublon_probable;notes
Fusacq;https://www.fusacq.com/vente-entreprise-charcuterie-traiteur-production-et-distribution-locale-nord-ouest,90009_fr_;V90009;20/07/2026;Charcuterie / traiteur : production et distribution locale;Négoce / distribution B2B;;;2600000;;10-50 (filtre);;;;;filtre CA 1-5 M€ & effectif 10-50
Fusacq;https://www.fusacq.com/vente-entreprise-hotel-5-etoiles-savoie,89502_fr_;V89502;02/09/2026;Hôtel 5 étoiles;HCR / restauration / tourisme / loisirs;;Auvergne-Rhône-Alpes;2600000;;10-50 (filtre);;;;;filtre CA 1-5 M€ & effectif 10-50
Fusacq;https://www.fusacq.com/vente-entreprise-scierie-de-chene-bourgogne,89101_fr_;V89101;27/08/2026;Scierie de chêne;Industrie / production / fabrication;;Bourgogne-Franche-Comté;2600000;;10-50 (filtre);;;;;filtre CA 1-5 M€ & effectif 10-50
Fusacq;https://www.fusacq.com/vente-entreprise-formation-de-coachs-france,89025_fr_;V89025;07/09/2026;Formation de coachs;Autres / non classé;;;2600000;;10-50 (filtre);;;;;filtre CA 1-5 M€ & effectif 10-50
Fusacq;https://www.fusacq.com/vente-entreprise-transport-frigorifique-et-transport-industriel-limousin,88389_fr_;V88389;31/08/2026;Transport frigorifique et transport industriel;Transport & logistique (commissionnaire, affrètement);;Nouvelle-Aquitaine;2600000;;10-50 (filtre);;;;;filtre CA 1-5 M€ & effectif 10-50
Fusacq;https://www.fusacq.com/vente-entreprise-distribution-de-meubles-et-installation-de-cuisines-bourgogne,87640_fr_;V87640;07/09/2026;Distribution de meubles et installation de cuisines;Négoce / distribution B2B;;Bourgogne-Franche-Comté;2600000;;10-50 (filtre);;;;;filtre CA 1-5 M€ & effectif 10-50
Fusacq;https://www.fusacq.com/vente-entreprise-couverture-et-charpente-manche,87032_fr_;V87032;03/08/2026;Couverture et charpente;Bâtiment / travaux publics / second œuvre;;Normandie;2600000;;10-50 (filtre);;;;;filtre CA 1-5 M€ & effectif 10-50
Fusacq;https://www.fusacq.com/vente-entreprise-fermetures-exterieures-et-verandas-auvergne,83598_fr_;V83598;31/08/2026;Fermetures extérieures et vérandas;Bâtiment / travaux publics / second œuvre;;Auvergne-Rhône-Alpes;2600000;;10-50 (filtre);;;;;filtre CA 1-5 M€ & effectif 10-50
Fusacq;https://www.fusacq.com/vente-entreprise-menuiseries-exterieures-bourgogne,82048_fr_;V82048;31/08/2026;Menuiseries extérieures;Bâtiment / travaux publics / second œuvre;;Bourgogne-Franche-Comté;2600000;;10-50 (filtre);;;;;filtre CA 1-5 M€ & effectif 10-50
Fusacq;https://www.fusacq.com/vente-entreprise-traiteur-evenementiel-alpes-maritimes,81869_fr_;V81869;25/08/2026;Traiteur événementiel;Communication / marketing / édition / imprimerie / PLV;;Provence-Alpes-Côte d'Azur;2600000;;10-50 (filtre);;;;;filtre CA 1-5 M€ & effectif 10-50
Fusacq;https://www.fusacq.com/vente-entreprise-maconnerie-carrelage-et-assainissement-somme,81679_fr_;V81679;22/07/2026;Maçonnerie, carrelage et assainissement;Bâtiment / travaux publics / second œuvre;;Hauts-de-France;2600000;;10-50 (filtre);;;;;filtre CA 1-5 M€ & effectif 10-50
Fusacq;https://www.fusacq.com/vente-entreprise-travaux-d-etancheite-isolation-bardage-gironde,80998_fr_;V80998;27/07/2026;Travaux d'étanchéité, isolation, bardage;Bâtiment / travaux publics / second œuvre;;Nouvelle-Aquitaine;2600000;;10-50 (filtre);;;;;filtre CA 1-5 M€ & effectif 10-50
Fusacq;https://www.fusacq.com/vente-entreprise-metallerie-serrurerie-meurthe-et-moselle,76260_fr_;V76260;17/09/2026;Métallerie - serrurerie;Bâtiment / travaux publics / second œuvre;;Grand Est;2600000;;10-50 (filtre);;;;;filtre CA 1-5 M€ & effectif 10-50
Fusacq;https://www.fusacq.com/vente-entreprise-vente-installation-et-depannage-en-chauffage-sanitaire-et-climatisation-luxembourg,73494_fr_;V73494;31/07/2026;Vente, installation et dépannage en chauffage, sanitaire et climatisation;Bâtiment / travaux publics / second œuvre;;;2600000;;10-50 (filtre);;;;;filtre CA 1-5 M€ & effectif 10-50
Fusacq;https://www.fusacq.com/vente-entreprise-interphonie-controle-d-acces-serrurerie-et-travaux-tce-hauts-de-seine,74943_fr_;V74943;17/07/2026;Interphonie, contrôle d'accès, serrurerie et travaux TCE;Bâtiment / travaux publics / second œuvre;;Île-de-France;2535000;;10-50 (filtre);;;;;filtre CA 1-5 M€ & effectif 10-50
Fusacq;https://www.fusacq.com/vente-entreprise-nettoyage-de-cuves-hydrocarbures-et-traitement-des-eaux-polluees-provence-alpes-cote-d-azur,92490_fr_;V92490;;Nettoyage de cuves hydrocarbures et traitement des eaux polluées;Propreté / nettoyage / multiservices;;Provence-Alpes-Côte d'Azur;2500000;;10-50 (filtre);;;;;filtre CA 1-5 M€ & effectif 10-50
Fusacq;https://www.fusacq.com/vente-entreprise-negoce-de-jouets-peluches-et-articles-cadeaux-nord,91428_fr_;V91428;;Négoce de jouets, peluches et articles cadeaux;Négoce / distribution B2B;;Hauts-de-France;2500000;;10-50 (filtre);;;;;filtre CA 1-5 M€ & effectif 10-50
Fusacq;https://www.fusacq.com/vente-entreprise-metallerie-fabrication-et-pose-d-habillage-architectural-de-facade-et-de-decoration-interieure-france,91332_fr_;V91332;03/08/2026;Métallerie, fabrication et pose d'habillage architectural de façade et de décoration intérieure;Bâtiment / travaux publics / second œuvre;;;2500000;;10-50 (filtre);;;;;filtre CA 1-5 M€ & effectif 10-50
Fusacq;https://www.fusacq.com/vente-entreprise-conception-fabrication-et-distribution-de-robots-franche-comte,90932_fr_;V90932;03/09/2026;Conception, fabrication et distribution de robots;Négoce / distribution B2B;;Bourgogne-Franche-Comté;2500000;;10-50 (filtre);;;;;filtre CA 1-5 M€ & effectif 10-50
Fusacq;https://www.fusacq.com/vente-entreprise-electricite-basse-et-haute-tension-rhone,89885_fr_;V89885;09/09/2026;Électricité basse et haute tension;Bâtiment / travaux publics / second œuvre;;Auvergne-Rhône-Alpes;2500000;;10-50 (filtre);;;;;filtre CA 1-5 M€ & effectif 10-50
Fusacq;https://www.fusacq.com/vente-entreprise-developpement-de-solutions-metiers-assistance-technique-integrateur-conseil-et-formation-alsace,89826_fr_;V89826;04/09/2026;Développement de solutions métiers, assistance technique, intégrateur, conseil et formation;Conseil / expertise / services administratifs aux entreprises (BPO);;Grand Est;2500000;;10-50 (filtre);;;;;filtre CA 1-5 M€ & effectif 10-50
Fusacq;https://www.fusacq.com/vente-entreprise-vente-et-pose-de-poeles-cheminees-et-inserts-ile-de-france,88408_fr_;V88408;27/08/2026;Vente et pose de poêles, cheminées et inserts;Bâtiment / travaux publics / second œuvre;;Île-de-France;2500000;;10-50 (filtre);;;;;filtre CA 1-5 M€ & effectif 10-50
Fusacq;https://www.fusacq.com/vente-entreprise-agencement-specialise-nord-est,87745_fr_;V87745;15/09/2026;Agencement spécialisé;Bâtiment / travaux publics / second œuvre;;;2500000;;10-50 (filtre);;;;;filtre CA 1-5 M€ & effectif 10-50
Fusacq;https://www.fusacq.com/vente-entreprise-vente-et-reparation-de-materiel-de-motoculture-nord-ouest,87372_fr_;V87372;31/08/2026;Vente et réparation de matériel de motoculture;Négoce / distribution B2B;;;2500000;;10-50 (filtre);;;;;filtre CA 1-5 M€ & effectif 10-50
Fusacq;https://www.fusacq.com/vente-entreprise-construction-bois-drome,86844_fr_;V86844;09/09/2026;Construction bois;Industrie / production / fabrication;;Auvergne-Rhône-Alpes;2500000;;10-50 (filtre);;;;;filtre CA 1-5 M€ & effectif 10-50
Fusacq;https://www.fusacq.com/vente-entreprise-climatisation-et-froid-industriel-rhone-alpes,85642_fr_;V85642;03/08/2026;Climatisation et froid industriel;Bâtiment / travaux publics / second œuvre;;Auvergne-Rhône-Alpes;2500000;;10-50 (filtre);;;;;filtre CA 1-5 M€ & effectif 10-50
Fusacq;https://www.fusacq.com/vente-entreprise-maintenance-construction-reconditionnement-de-machines-speciales-lorraine,85529_fr_;V85529;11/09/2026;Maintenance, construction, reconditionnement de machines spéciales;Industrie / production / fabrication;;Grand Est;2500000;;10-50 (filtre);;;;;filtre CA 1-5 M€ & effectif 10-50
Fusacq;https://www.fusacq.com/vente-entreprise-chaudronnerie-et-metallerie-gard,82900_fr_;V82900;01/09/2026;Chaudronnerie et métallerie;Bâtiment / travaux publics / second œuvre;;Occitanie;2500000;;10-50 (filtre);;;;;filtre CA 1-5 M€ & effectif 10-50
Fusacq;https://www.fusacq.com/vente-entreprise-renovation-second-oeuvre-tce-ile-de-france,81892_fr_;V81892;03/08/2026;Rénovation second oeuvre TCE;Bâtiment / travaux publics / second œuvre;;Île-de-France;2500000;;10-50 (filtre);;;;;filtre CA 1-5 M€ & effectif 10-50
Fusacq;https://www.fusacq.com/vente-entreprise-garage-vn-vo-et-carrosserie-vaucluse,76731_fr_;V76731;23/07/2026;Garage VN - VO et carrosserie;Automobile / 2 roues / nautisme;;Provence-Alpes-Côte d'Azur;2500000;;10-50 (filtre);;;;;filtre CA 1-5 M€ & effectif 10-50
Fusacq;https://www.fusacq.com/vente-entreprise-construction-maisons-individuelles-haute-normandie,65206_fr_;V65206;22/07/2026;Construction maisons individuelles;Autres / non classé;;Normandie;2500000;;10-50 (filtre);;;;;filtre CA 1-5 M€ & effectif 10-50
Fusacq;https://www.fusacq.com/vente-entreprise-travaux-d-acces-difficile-et-maintenance-technique-du-batiment-midi-pyrenees,86430_fr_;V86430;27/07/2026;Travaux d'accès difficile et maintenance technique du bâtiment;Bâtiment / travaux publics / second œuvre;;Occitanie;2450000;;10-50 (filtre);;;;;filtre CA 1-5 M€ & effectif 10-50
Fusacq;https://www.fusacq.com/vente-entreprise-restauration-et-traiteur-evenementiel-loire,92507_fr_;V92507;;Restauration et traiteur événementiel;Communication / marketing / édition / imprimerie / PLV;;Auvergne-Rhône-Alpes;2400000;;10-50 (filtre);;;;;filtre CA 1-5 M€ & effectif 10-50
Fusacq;https://www.fusacq.com/vente-entreprise-centre-d-anglais-etabli-de-longue-date-confidentiel,91626_fr_;V91626;;Centre d'anglais établi de longue date;Autres / non classé;;Centre-Val de Loire;2400000;;10-50 (filtre);;;;;filtre CA 1-5 M€ & effectif 10-50
Fusacq;https://www.fusacq.com/vente-entreprise-developpement-et-installation-de-systemes-de-securite-et-controle-d-acces-confidentiel,90973_fr_;V90973;08/09/2026;Développement et installation de systèmes de sécurité et contrôle d'accès;Autres / non classé;;;2400000;;10-50 (filtre);;;;;filtre CA 1-5 M€ & effectif 10-50
Fusacq;https://www.fusacq.com/vente-entreprise-maconnerie-et-terrassement-drome,90534_fr_;V90534;17/08/2026;Maçonnerie et terrassement;Bâtiment / travaux publics / second œuvre;;Auvergne-Rhône-Alpes;2400000;;10-50 (filtre);;;;;filtre CA 1-5 M€ & effectif 10-50
Fusacq;https://www.fusacq.com/vente-entreprise-agencement-maitrise-d-oeuvre-d-espaces-de-sante-nord-ouest,90386_fr_;V90386;24/08/2026;Agencement maîtrise d'œuvre d'espaces de santé;Bâtiment / travaux publics / second œuvre;;;2400000;;10-50 (filtre);;;;;filtre CA 1-5 M€ & effectif 10-50
Fusacq;https://www.fusacq.com/vente-entreprise-formulation-et-conditionnement-de-produits-chimiques-sur-mesure-nord-pas-de-calais,90325_fr_;V90325;29/07/2026;Formulation et conditionnement de produits chimiques sur mesure;Autres / non classé;;Hauts-de-France;2400000;;10-50 (filtre);;;;;filtre CA 1-5 M€ & effectif 10-50
Fusacq;https://www.fusacq.com/vente-entreprise-fabricant-francais-de-jeux-de-societe-et-d-autres-articles-de-divertissement-nord-est,90280_fr_;V90280;29/07/2026;Fabricant français de jeux de société et d'autres articles de divertissement;Industrie / production / fabrication;;;2400000;;10-50 (filtre);;;;;filtre CA 1-5 M€ & effectif 10-50
Fusacq;https://www.fusacq.com/vente-entreprise-scierie-de-feuillus-nord-est,90220_fr_;V90220;27/08/2026;Scierie de feuillus;Industrie / production / fabrication;;;2400000;;10-50 (filtre);;;;;filtre CA 1-5 M€ & effectif 10-50
Fusacq;https://www.fusacq.com/vente-entreprise-conseil-en-financement-des-acteurs-de-la-culture-ile-de-france,89862_fr_;V89862;21/07/2026;Conseil en financement des acteurs de la culture;Conseil / expertise / services administratifs aux entreprises (BPO);;Île-de-France;2400000;;10-50 (filtre);;;;;filtre CA 1-5 M€ & effectif 10-50
Fusacq;https://www.fusacq.com/vente-entreprise-menuiserie-interieure-et-agencement-rhone-alpes,86860_fr_;V86860;22/07/2026;Menuiserie intérieure et agencement;Bâtiment / travaux publics / second œuvre;;Auvergne-Rhône-Alpes;2400000;;10-50 (filtre);;;;;filtre CA 1-5 M€ & effectif 10-50
Fusacq;https://www.fusacq.com/vente-entreprise-revetement-de-sols-et-murs-alsace,86729_fr_;V86729;20/07/2026;Revêtement de sols et murs;Bâtiment / travaux publics / second œuvre;;Grand Est;2400000;;10-50 (filtre);;;;;filtre CA 1-5 M€ & effectif 10-50
Fusacq;https://www.fusacq.com/vente-entreprise-design-et-renovation-de-biens-immobiliers-de-luxe-provence-alpes-cote-d-azur,79847_fr_;V79847;17/09/2026;Design et rénovation de biens immobiliers de luxe;Bâtiment / travaux publics / second œuvre;;Provence-Alpes-Côte d'Azur;2400000;;10-50 (filtre);;;;;filtre CA 1-5 M€ & effectif 10-50
Fusacq;https://www.fusacq.com/vente-entreprise-extrusion-de-pieces-plastiques-auvergne,67912_fr_;V67912;14/09/2026;Extrusion de pièces plastiques;Industrie / production / fabrication;;Auvergne-Rhône-Alpes;2400000;;10-50 (filtre);;;;;filtre CA 1-5 M€ & effectif 10-50
Fusacq;https://www.fusacq.com/vente-entreprise-maconnerie-couverture-et-charpente-manche,86119_fr_;V86119;24/08/2026;Maçonnerie, couverture et charpente;Bâtiment / travaux publics / second œuvre;;Normandie;2350000;;10-50 (filtre);;;;;filtre CA 1-5 M€ & effectif 10-50
Fusacq;https://www.fusacq.com/vente-entreprise-transport-routier-de-fret-interurbain-et-affretement-rhone-alpes,85880_fr_;V85880;02/07/2026;Transport routier de fret interurbain et affrètement;Transport & logistique (commissionnaire, affrètement);;Auvergne-Rhône-Alpes;2320000;;10-50 (filtre);;;;;filtre CA 1-5 M€ & effectif 10-50
Fusacq;https://www.fusacq.com/vente-entreprise-mercerie-tissu-d-ameublement-et-habillement-5-magasins-haute-normandie,92303_fr_;V92303;;Mercerie, tissu d'ameublement et habillement : 5 magasins;Commerce de détail / e-commerce BtoC;;Normandie;2300000;;10-50 (filtre);;;;;filtre CA 1-5 M€ & effectif 10-50
Fusacq;https://www.fusacq.com/vente-entreprise-garage-automobile-morbihan,92171_fr_;V92171;;Garage automobile;Automobile / 2 roues / nautisme;;Bretagne;2300000;;10-50 (filtre);;;;;filtre CA 1-5 M€ & effectif 10-50
Fusacq;https://www.fusacq.com/vente-entreprise-groupe-de-boulangeries-patisseries-artisanales-avec-3-sites-gironde,91952_fr_;V91952;;Groupe de boulangeries - pâtisseries artisanales avec 3 sites;HCR / restauration / tourisme / loisirs;;Nouvelle-Aquitaine;2300000;;10-50 (filtre);;;;;filtre CA 1-5 M€ & effectif 10-50
Fusacq;https://www.fusacq.com/vente-entreprise-conception-fabrication-et-pose-de-menuiserie-sur-mesure-franche-comte,91696_fr_;V91696;;Conception, fabrication et pose de menuiserie sur-mesure;Bâtiment / travaux publics / second œuvre;;Bourgogne-Franche-Comté;2300000;;10-50 (filtre);;;;;filtre CA 1-5 M€ & effectif 10-50
Fusacq;https://www.fusacq.com/vente-entreprise-construction-de-batiments-residentiels-et-non-residentiels-rhone,91528_fr_;V91528;;Construction de bâtiments résidentiels et non résidentiels;Bâtiment / travaux publics / second œuvre;;Auvergne-Rhône-Alpes;2300000;;10-50 (filtre);;;;;filtre CA 1-5 M€ & effectif 10-50
Fusacq;https://www.fusacq.com/vente-entreprise-edition-de-magazine-et-regie-publicitaire-bretagne,91127_fr_;V91127;;Édition de magazine et régie publicitaire;Communication / marketing / édition / imprimerie / PLV;;Bretagne;2300000;;10-50 (filtre);;;;;filtre CA 1-5 M€ & effectif 10-50
Fusacq;https://www.fusacq.com/vente-entreprise-editeur-de-logiciels-de-niche-dematerialisation-des-appels-d-offres-alpes-maritimes,90302_fr_;V90302;03/08/2026;Éditeur de logiciels de niche : dématérialisation des appels d'offres;Services informatiques / ESN / éditeur de logiciel;;Provence-Alpes-Côte d'Azur;2300000;;10-50 (filtre);;;;;filtre CA 1-5 M€ & effectif 10-50
Fusacq;https://www.fusacq.com/vente-entreprise-geomarketing-et-outils-digitaux-de-la-connaissance-et-de-l-activation-client-pays-de-la-loire,90116_fr_;V90116;20/07/2026;Géomarketing et outils digitaux de la connaissance et de l'activation client;Communication / marketing / édition / imprimerie / PLV;;;2300000;;10-50 (filtre);;;;;filtre CA 1-5 M€ & effectif 10-50
Fusacq;https://www.fusacq.com/vente-entreprise-impression-industrielle-et-routage-btob-centre,90105_fr_;V90105;08/09/2026;Impression industrielle et routage – BtoB;Industrie / production / fabrication;;Centre-Val de Loire;2300000;;10-50 (filtre);;;;;filtre CA 1-5 M€ & effectif 10-50
Fusacq;https://www.fusacq.com/vente-entreprise-electricite-courant-fort-et-courant-faible-val-de-marne,87211_fr_;V87211;07/09/2026;Électricité : courant fort et courant faible;Bâtiment / travaux publics / second œuvre;;Île-de-France;2300000;;10-50 (filtre);;;;;filtre CA 1-5 M€ & effectif 10-50
Fusacq;https://www.fusacq.com/vente-entreprise-reemploi-de-biens-de-grande-consommation-basse-normandie,87112_fr_;V87112;25/08/2026;Réemploi de biens de grande consommation;Autres / non classé;;Normandie;2300000;;10-50 (filtre);;;;;filtre CA 1-5 M€ & effectif 10-50
Fusacq;https://www.fusacq.com/vente-entreprise-fabrication-negoce-et-sav-de-pompes-hydrauliques-bourgogne,86640_fr_;V86640;16/09/2026;Fabrication, négoce et SAV de pompes hydrauliques;Négoce / distribution B2B;;Bourgogne-Franche-Comté;2300000;;10-50 (filtre);;;;;filtre CA 1-5 M€ & effectif 10-50
Fusacq;https://www.fusacq.com/vente-entreprise-societe-suisse-active-dans-l-integration-erp-confidentiel,85363_fr_;V85363;31/08/2026;Société suisse active dans l'intégration ERP;Autres / non classé;;;2300000;;10-50 (filtre);;;;;filtre CA 1-5 M€ & effectif 10-50
Fusacq;https://www.fusacq.com/vente-entreprise-negoce-en-fruits-et-legumes-alpes-maritimes,83931_fr_;V83931;21/07/2026;Négoce en fruits et légumes;Négoce / distribution B2B;;Provence-Alpes-Côte d'Azur;2300000;;10-50 (filtre);;;;;filtre CA 1-5 M€ & effectif 10-50
Fusacq;https://www.fusacq.com/vente-entreprise-construction-et-mise-en-service-de-reseaux-electriques-et-telecom-provence-alpes-cote-d-azur,77403_fr_;V77403;23/07/2026;Construction et mise en service de réseaux électriques et télécom;Services informatiques / ESN / éditeur de logiciel;;Provence-Alpes-Côte d'Azur;2300000;;10-50 (filtre);;;;;filtre CA 1-5 M€ & effectif 10-50
Fusacq;https://www.fusacq.com/vente-entreprise-assistance-technique-et-recrutement-seine-et-marne,86313_fr_;V86313;17/09/2026;Assistance technique et recrutement;Recrutement / intérim / RH / paie;;Île-de-France;2260000;;10-50 (filtre);;;;;filtre CA 1-5 M€ & effectif 10-50
