source;url;ref;date;activite;secteur;naf;region;ca;ebe;effectif;prix;raison;dependance;doublon_probable;notes
Fusacq;https://www.fusacq.com/vente-entreprise-marketing-du-digital-local-nord,91007_fr_;V91007;15/09/2026;Marketing du digital local;Services informatiques / ESN / éditeur de logiciel;;;4600000;;10-50 (filtre);;;;;filtre CA 1-5 M€ & effectif 10-50
Fusacq;https://www.fusacq.com/vente-entreprise-formation-professionnelle-aux-metiers-de-l-accompagnement-france,92519_fr_;V92519;;Formation professionnelle aux métiers de l'accompagnement;Formation professionnelle / organisme de formation;;;4500000;;10-50 (filtre);;;;;filtre CA 1-5 M€ & effectif 10-50
Fusacq;https://www.fusacq.com/vente-entreprise-integrateur-de-solutions-de-communication-pour-les-pme-et-collectivites-correze,92414_fr_;V92414;;Intégrateur de solutions de communication pour les PME et collectivités;Communication / marketing / édition / imprimerie / PLV;;Nouvelle-Aquitaine;4500000;;10-50 (filtre);;;;;filtre CA 1-5 M€ & effectif 10-50
Fusacq;https://www.fusacq.com/vente-entreprise-transport-routier-en-vrac-par-citerne-wallonie,91112_fr_;V91112;;Transport routier en vrac par citerne;Transport & logistique (commissionnaire, affrètement);;;4500000;;10-50 (filtre);;;;;filtre CA 1-5 M€ & effectif 10-50
Fusacq;https://www.fusacq.com/vente-entreprise-organisme-de-formation-specialise-multisites-nord-ouest,89045_fr_;V89045;22/07/2026;Organisme de formation spécialisé multisites;Formation professionnelle / organisme de formation;;;4500000;;10-50 (filtre);;;;;filtre CA 1-5 M€ & effectif 10-50
Fusacq;https://www.fusacq.com/vente-entreprise-fabricant-et-distributeur-de-materiel-electrique-industriel-nord-est,84512_fr_;V84512;08/09/2026;Fabricant et distributeur de matériel électrique industriel;Négoce / distribution B2B;;;4500000;;10-50 (filtre);;;;;filtre CA 1-5 M€ & effectif 10-50
Fusacq;https://www.fusacq.com/vente-entreprise-transport-citernes-pulverisantes-messagerie-lots-complets-affretement-et-logistique-picardie,84468_fr_;V84468;21/08/2026;Transport - citernes pulvérisantes, messagerie, lots complets, affrètement et logistique;Transport & logistique (commissionnaire, affrètement);;Hauts-de-France;4500000;;10-50 (filtre);;;;;filtre CA 1-5 M€ & effectif 10-50
Fusacq;https://www.fusacq.com/vente-entreprise-services-techniques-sur-les-domaines-des-reseaux-de-communication-et-de-la-securite-electronique-confidentiel,92436_fr_;V92436;;Services techniques sur les domaines des réseaux de communication et de la sécurité électronique;Communication / marketing / édition / imprimerie / PLV;;;4300000;;10-50 (filtre);;;;;filtre CA 1-5 M€ & effectif 10-50
Fusacq;https://www.fusacq.com/vente-entreprise-logistique-3pl-centre,87648_fr_;V87648;07/09/2026;Logistique 3PL;Transport & logistique (commissionnaire, affrètement);;Centre-Val de Loire;4200000;;10-50 (filtre);;;;;filtre CA 1-5 M€ & effectif 10-50
Fusacq;https://www.fusacq.com/vente-entreprise-peinture-revetements-de-sols-ravalement-et-isolation-thermique-par-l-exterieur-calvados,91922_fr_;V91922;;Peinture, revêtements de sols, ravalement et isolation thermique par l'extérieur;Bureau d'études / ingénierie / diagnostics;;Normandie;4000000;;10-50 (filtre);;;;;filtre CA 1-5 M€ & effectif 10-50
Fusacq;https://www.fusacq.com/vente-entreprise-agence-trade-marketing-et-fabriquant-de-supports-de-communication-aquitaine,91903_fr_;V91903;08/09/2026;Agence Trade Marketing et fabriquant de supports de communication;Communication / marketing / édition / imprimerie / PLV;;Nouvelle-Aquitaine;4000000;;10-50 (filtre);;;;;filtre CA 1-5 M€ & effectif 10-50
Fusacq;https://www.fusacq.com/vente-entreprise-distribution-de-parfumerie-de-niche-france,91166_fr_;V91166;;Distribution de parfumerie de niche;Négoce / distribution B2B;;;4000000;;10-50 (filtre);;;;;filtre CA 1-5 M€ & effectif 10-50
Fusacq;https://www.fusacq.com/vente-entreprise-negoce-de-meubles-sous-enseigne-aquitaine,90670_fr_;V90670;24/08/2026;Négoce de meubles sous enseigne;Négoce / distribution B2B;;Nouvelle-Aquitaine;4000000;;10-50 (filtre);;;;;filtre CA 1-5 M€ & effectif 10-50
Fusacq;https://www.fusacq.com/vente-entreprise-transport-routier-aquitaine,86845_fr_;V86845;27/07/2026;Transport routier;Transport & logistique (commissionnaire, affrètement);;Nouvelle-Aquitaine;4000000;;10-50 (filtre);;;;;filtre CA 1-5 M€ & effectif 10-50
Fusacq;https://www.fusacq.com/vente-entreprise-logistique-3pl-et-conditionnement-picardie,82665_fr_;V82665;21/07/2026;Logistique 3PL et conditionnement;Transport & logistique (commissionnaire, affrètement);;Hauts-de-France;4000000;;10-50 (filtre);;;;;filtre CA 1-5 M€ & effectif 10-50
Fusacq;https://www.fusacq.com/vente-entreprise-transports-poids-lourd-et-logistique-moselle,65281_fr_;V65281;16/09/2026;Transports poids lourd et logistique;Transport & logistique (commissionnaire, affrètement);;Grand Est;3928000;;10-50 (filtre);;;;;filtre CA 1-5 M€ & effectif 10-50
Fusacq;https://www.fusacq.com/vente-entreprise-activite-de-negoce-de-vetements-professionnels-et-epi-nord-est,92650_fr_;V92650;;Activité de négoce de vêtements professionnels et EPI;Négoce / distribution B2B;;;3800000;;10-50 (filtre);;;;;filtre CA 1-5 M€ & effectif 10-50
Fusacq;https://www.fusacq.com/vente-entreprise-groupe-d-ingenierie-multi-expertises-dedie-aux-infrastructures-techniques-paris,91551_fr_;V91551;17/07/2026;Groupe d'ingénierie multi-expertises dédié aux infrastructures techniques;Bureau d'études / ingénierie / diagnostics;;Île-de-France;3800000;;10-50 (filtre);;;;;filtre CA 1-5 M€ & effectif 10-50
Fusacq;https://www.fusacq.com/vente-entreprise-travail-des-metaux-construction-mecanique-vente-et-reparation-de-materiel-agricole-franche-comte,89383_fr_;V89383;01/08/2026;Travail des métaux, construction mécanique, vente et réparation de matériel agricole;Négoce / distribution B2B;;Bourgogne-Franche-Comté;3800000;;10-50 (filtre);;;;;filtre CA 1-5 M€ & effectif 10-50
Fusacq;https://www.fusacq.com/vente-entreprise-plateforme-b2b-de-formations-reglementees-savoir-faire-critiques-conseil-digital-saas-rhone,85269_fr_;V85269;07/09/2026;Plateforme B2B de formations réglementées & savoir-faire critiques – Conseil + Digital + SaaS;Services informatiques / ESN / éditeur de logiciel;;Auvergne-Rhône-Alpes;3800000;;10-50 (filtre);;;;;filtre CA 1-5 M€ & effectif 10-50
Fusacq;https://www.fusacq.com/vente-entreprise-transport-de-marchandises-3-societes-alsace,91892_fr_;V91892;;Transport de marchandises - 3 sociétés;Transport & logistique (commissionnaire, affrètement);;Grand Est;3600000;;10-50 (filtre);;;;;filtre CA 1-5 M€ & effectif 10-50
Fusacq;https://www.fusacq.com/vente-entreprise-transport-routier-nord,90295_fr_;V90295;03/08/2026;Transport routier;Transport & logistique (commissionnaire, affrètement);;Hauts-de-France;3600000;;10-50 (filtre);;;;;filtre CA 1-5 M€ & effectif 10-50
Fusacq;https://www.fusacq.com/vente-entreprise-distribution-regionale-de-messagerie-champagne-ardenne,73239_fr_;V73239;07/09/2026;Distribution régionale de messagerie;Transport & logistique (commissionnaire, affrètement);;Grand Est;3600000;;10-50 (filtre);;;;;filtre CA 1-5 M€ & effectif 10-50
Fusacq;https://www.fusacq.com/vente-entreprise-grossiste-en-fleurs-plantes-fournitures-et-accessoires-vaucluse,91391_fr_;V91391;;Grossiste en fleurs, plantes, fournitures et accessoires;Négoce / distribution B2B;;Provence-Alpes-Côte d'Azur;3500000;;10-50 (filtre);;;;;filtre CA 1-5 M€ & effectif 10-50
Fusacq;https://www.fusacq.com/vente-entreprise-agence-design-digital-paris,88702_fr_;V88702;17/09/2026;Agence design & digital;Services informatiques / ESN / éditeur de logiciel;;Île-de-France;3500000;;10-50 (filtre);;;;;filtre CA 1-5 M€ & effectif 10-50
Fusacq;https://www.fusacq.com/vente-entreprise-transport-et-location-de-camions-avec-chauffeurs-ile-de-france,81674_fr_;V81674;02/09/2026;Transport et location de camions avec chauffeurs;Transport & logistique (commissionnaire, affrètement);;Île-de-France;3500000;;10-50 (filtre);;;;;filtre CA 1-5 M€ & effectif 10-50
Fusacq;https://www.fusacq.com/vente-entreprise-esn-sous-traitance-val-de-marne,77152_fr_;V77152;21/07/2026;ESN sous-traitance;Services informatiques / ESN / éditeur de logiciel;;Île-de-France;3500000;;10-50 (filtre);;;;;filtre CA 1-5 M€ & effectif 10-50
Fusacq;https://www.fusacq.com/vente-entreprise-holding-offrant-des-prestations-juridiques-financieres-et-administratives-france,91747_fr_;V91747;;Holding offrant des prestations juridiques, financières et administratives;Conseil / expertise / services administratifs aux entreprises (BPO);;;3300000;;10-50 (filtre);;;;;filtre CA 1-5 M€ & effectif 10-50
Fusacq;https://www.fusacq.com/vente-entreprise-bureau-d-etudes-techniques-et-equipements-industriels-indre-et-loire,85658_fr_;V85658;21/08/2026;Bureau d'études techniques et équipements industriels;Bureau d'études / ingénierie / diagnostics;;Centre-Val de Loire;3300000;;10-50 (filtre);;;;;filtre CA 1-5 M€ & effectif 10-50
Fusacq;https://www.fusacq.com/vente-entreprise-negoce-et-installation-de-menuiseries-rhone-alpes,85635_fr_;V85635;26/08/2026;Négoce et installation de menuiseries;Négoce / distribution B2B;;Auvergne-Rhône-Alpes;3300000;;10-50 (filtre);;;;;filtre CA 1-5 M€ & effectif 10-50
Fusacq;https://www.fusacq.com/vente-entreprise-fabricant-d-emballages-en-plastique-correze,85630_fr_;V85630;13/07/2026;Fabricant d'emballages en plastique;Négoce / distribution B2B;;Nouvelle-Aquitaine;3300000;;10-50 (filtre);;;;;filtre CA 1-5 M€ & effectif 10-50
Fusacq;https://www.fusacq.com/vente-entreprise-transport-poids-lourds-vosges,76393_fr_;V76393;16/08/2026;Transport poids lourds;Transport & logistique (commissionnaire, affrètement);;Grand Est;3250000;;10-50 (filtre);;;;;filtre CA 1-5 M€ & effectif 10-50
Fusacq;https://www.fusacq.com/vente-entreprise-conception-et-fabrication-de-materiel-medical-rhone,92642_fr_;V92642;;Conception et fabrication de matériel médical;Négoce / distribution B2B;;Auvergne-Rhône-Alpes;3200000;;10-50 (filtre);;;;;filtre CA 1-5 M€ & effectif 10-50
Fusacq;https://www.fusacq.com/vente-entreprise-grossiste-en-hvac-sanitaire-placement-liege,91126_fr_;V91126;16/09/2026;Grossiste en HVAC - Sanitaire & Placement;Négoce / distribution B2B;;;3200000;;10-50 (filtre);;;;;filtre CA 1-5 M€ & effectif 10-50
Fusacq;https://www.fusacq.com/vente-entreprise-golf-restaurant-et-evenementiel-provence-alpes-cote-d-azur,84445_fr_;V84445;25/08/2026;Golf, restaurant et événementiel;Communication / marketing / édition / imprimerie / PLV;;Provence-Alpes-Côte d'Azur;3200000;;10-50 (filtre);;;;;filtre CA 1-5 M€ & effectif 10-50
Fusacq;https://www.fusacq.com/vente-entreprise-production-et-distribution-de-charcuteries-et-produits-a-griller-nord-ouest,80638_fr_;V80638;10/08/2026;Production et distribution de charcuteries et produits à griller;Négoce / distribution B2B;;;3200000;;10-50 (filtre);;;;;filtre CA 1-5 M€ & effectif 10-50
Fusacq;https://www.fusacq.com/vente-entreprise-vente-de-motocycles-vehicules-thermiques-et-electriques-sud-ouest,76180_fr_;V76180;08/09/2026;Vente de motocycles, véhicules thermiques et électriques;Bureau d'études / ingénierie / diagnostics;;;3200000;;10-50 (filtre);;;;;filtre CA 1-5 M€ & effectif 10-50
Fusacq;https://www.fusacq.com/vente-entreprise-distribution-de-materiel-agricole-et-de-motoculture-auvergne,92005_fr_;V92005;;Distribution de matériel agricole et de motoculture;Négoce / distribution B2B;;Auvergne-Rhône-Alpes;3100000;;10-50 (filtre);;;;;filtre CA 1-5 M€ & effectif 10-50
Fusacq;https://www.fusacq.com/vente-entreprise-esn-specialisee-en-software-craftsmanship-paris,91789_fr_;V91789;;ESN spécialisée en Software Craftsmanship;Services informatiques / ESN / éditeur de logiciel;;Île-de-France;3100000;;10-50 (filtre);;;;;filtre CA 1-5 M€ & effectif 10-50
Fusacq;https://www.fusacq.com/vente-entreprise-groupe-specialise-dans-l-impression-offset-et-numerique-provence-alpes-cote-d-azur,90328_fr_;V90328;01/09/2026;Groupe spécialisé dans l'impression OFFSET et numérique;Services informatiques / ESN / éditeur de logiciel;;Provence-Alpes-Côte d'Azur;3100000;;10-50 (filtre);;;;;filtre CA 1-5 M€ & effectif 10-50
